repo_path	branch	has_upstream	ahead	behind	in_default	last_commit_date	checked_out_in
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	volna17-drawio	no	n/a	n/a	yes	2026-09-21T18:11	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/drawio
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	volna17-listok17alef	no	n/a	n/a	yes	2026-09-21T15:00	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/listok17alef
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	volna17-reestr	no	n/a	n/a	yes	2026-09-21T15:00	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/reestr-sajta
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	volna17-rovno	no	n/a	n/a	yes	2026-09-21T19:03	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/rovno
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	volna17-sreda	no	n/a	n/a	yes	2026-09-21T21:39	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/sreda
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	vykatka-tunnel-i-storozh	no	n/a	n/a	yes	2026-09-03T23:21	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/vykatka-tunnel-i-storozh
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/B1-test-organizator	no	n/a	n/a	yes	2026-09-23T00:35	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/B1-test-organizator
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/B1-v14-vid	yes	0	0	no	2026-09-23T01:43	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/B1-v14-vid
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/B1-v21-konduit	yes	0	0	yes	2026-09-23T01:04	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/B1-v21-konduit
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/B2-v10-ochered	no	n/a	n/a	yes	2026-09-23T05:15	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/B2-v10-ochered
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/C-4d-ubrat	yes	0	0	yes	2026-09-23T17:34	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/C-4d-ubrat
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/C-kabinet-shkolnika	yes	0	0	yes	2026-09-23T18:56	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/C-kabinet-shkolnika
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/C-urok-raspredelenie	yes	0	0	yes	2026-09-24T00:47	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/C-urok-raspredelenie
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/C-v1-zapis	yes	0	0	yes	2026-09-23T21:56	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/C-v1-zapis
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/C-v5-odno-okno	no	n/a	n/a	yes	2026-09-23T23:04	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/C-v5-odno-okno
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/P1-yadro	no	n/a	n/a	yes	2026-09-02T09:32	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/P1-yadro
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/P16-eksport	no	n/a	n/a	yes	2026-09-02T16:15	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/P16-eksport
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/P17-konstanty	no	n/a	n/a	yes	2026-09-02T14:24	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/P17-konstanty
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/R1-foto	no	n/a	n/a	yes	2026-09-03T00:53	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/R1-foto
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/R2-slovar	no	n/a	n/a	yes	2026-09-02T23:17	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/R2-slovar
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/R3-istochniki	no	n/a	n/a	yes	2026-09-02T20:37	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/R3-istochniki
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/S1-slot-i-routy	no	n/a	n/a	yes	2026-09-04T18:13	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/S1-slot-i-routy
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/TEST-uchitel	yes	0	0	yes	2026-09-22T21:31	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/TEST-uchitel
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/V0-sekrety	no	n/a	n/a	yes	2026-09-22T20:55	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/V0-sekrety
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/V14-raspredelenie	yes	0	0	yes	2026-09-22T22:01	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/V14-raspredelenie
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/V19V20-rezervy	yes	0	0	yes	2026-09-22T22:01	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/V19V20-rezervy
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/aktualnyj-listok-naverh-i-dedlajn	yes	0	0	yes	2026-09-07T05:03	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/aktualnyj-listok-naverh-i-dedlajn
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/bekap-avtorizacia	yes	0	0	yes	2026-09-08T22:44	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/bekap-avtorizacia
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/bystro-i-bezopasno	no	n/a	n/a	yes	2026-09-08T14:32	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/bystro-i-bezopasno
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/data-i-istoria-kletki	yes	0	0	yes	2026-09-10T02:31	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/data-i-istoria-kletki
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/dozabivka-dolgov-sklejki	yes	0	0	yes	2026-09-05T01:57	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/dozabivka-dolgov-sklejki
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/dver-sekretov-spisok	yes	0	0	yes	2026-09-22T21:57	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/dver-sekretov-spisok
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/gejt-pravda	yes	0	0	yes	2026-09-10T12:30	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/gejt-pravda
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/glavnaya-i-stranicy-listkov	no	n/a	n/a	yes	2026-09-04T18:00	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/glavnaya-i-stranicy-listkov
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/istoria-zanyatij	yes	0	0	yes	2026-09-10T04:38	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/istoria-zanyatij
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/kabinet-plitki	yes	0	0	yes	2026-09-11T12:10	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/kabinet-plitki
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/kanal-diagnostika	yes	0	0	yes	2026-09-10T05:30	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/kanal-diagnostika
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/kanon-verstki	no	n/a	n/a	yes	2026-09-10T01:45	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/kanon-verstki
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/karkas-menyu-kabinet	yes	0	0	yes	2026-09-10T11:16	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/karkas-menyu-kabinet
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/konduit-na-prosmotr	yes	0	0	yes	2026-09-07T05:41	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/konduit-na-prosmotr
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/konduit-panel	yes	0	0	yes	2026-09-10T11:23	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/konduit-panel
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/lichnaya-stranica-prepodavatelya	no	n/a	n/a	yes	2026-09-07T04:54	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/lichnaya-stranica-prepodavatelya
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/nadzor-zvonit	yes	16	2	yes	2026-09-11T01:54	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/nadzor-zvonit
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/pages-i-materialy	yes	0	0	yes	2026-09-08T19:34	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/pages-i-materialy
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/paroli-shkolnikov	yes	0	0	yes	2026-09-10T06:20	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/paroli-shkolnikov
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/poisk-i-kartochka	no	n/a	n/a	yes	2026-09-10T03:19	
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/pravila-raspredeleniya	yes	0	0	yes	2026-09-10T03:59	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/pravila-raspredeleniya
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/proba-podnyat-volnu-samotest	no	n/a	n/a	yes	2026-09-21T21:39	
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/raspil-monolita	yes	0	0	yes	2026-09-07T04:15	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/raspil-monolita
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/raspredelenie-kolonki	no	n/a	n/a	yes	2026-09-10T12:07	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/raspredelenie-kolonki
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/shirina-prep-vdn	yes	0	0	yes	2026-09-11T04:52	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/shirina-prep-vdn
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/skleit-adminku-s-sajtom	yes	0	0	yes	2026-09-05T00:54	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/skleit-adminku-s-sajtom
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/statistiki-i-grobarij	yes	0	0	yes	2026-09-10T04:41	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/statistiki-i-grobarij
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/storozh-vstal	yes	0	0	yes	2026-09-08T17:07	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/storozh-vstal
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/verstka-raspredeleniya	yes	1	0	yes	2026-09-10T02:07	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/verstka-raspredeleniya
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/vhod-organizatora-dorabotka	no	n/a	n/a	yes	2026-09-04T18:07	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/vhod-organizatora-dorabotka
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/vidy-zadach	yes	0	0	yes	2026-09-10T03:38	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/vidy-zadach
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/vnesenie-zadach	yes	0	0	yes	2026-09-10T05:38	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/vnesenie-zadach
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/vygruzka-v-tablicu	yes	0	0	yes	2026-09-08T00:24	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/vygruzka-v-tablicu
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zahod/zhurnal-setka	no	n/a	n/a	yes	2026-09-11T12:27	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/zhurnal-setka
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zamer/C-v1-baza-759ef40	no	n/a	n/a	yes	2026-09-23T16:49	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/zamer-C-v1-baza
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zamer/baza-457342e	no	n/a	n/a	yes	2026-09-11T01:58	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/zamer-baza
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	zamer/noch2-01391ae	no	n/a	n/a	yes	2026-09-11T01:10	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/zamer-noch2
/Users/ivanyakovlev/Documents/GitHub/spetsmat/spetsmat_db	design-system	no	n/a	n/a	n/a	2026-06-17T15:00	
/Users/ivanyakovlev/Documents/GitHub/spetsmat/spetsmat_db	main	no	n/a	n/a	n/a	2026-06-19T04:58	
/Users/ivanyakovlev/Documents/GitHub/spetsmat/spetsmat_db	predeploy	no	n/a	n/a	n/a	2026-06-17T22:14	
/Users/ivanyakovlev/Documents/GitHub/spetsmat/spetsmat_db	tagging	no	n/a	n/a	n/a	2026-06-26T04:40	/Users/ivanyakovlev/Documents/GitHub/spetsmat/spetsmat_db
/Users/ivanyakovlev/Documents/GitHub/vanya	main	yes	0	0	yes	2026-09-17T23:49	/Users/ivanyakovlev/Documents/GitHub/vanya
